speaker,title,content,sentiment,symbol,quarter
Operator,Operator,"Ladies and gentlemen, welcome to the Warner Bros. Discovery First Quarter 2025 Earnings Conference Call. At this time, all participants' lines are in a listen-only mode. After the speakers’ presentation, there will be a question-and-answer session. Additionally, please be advised that today's conference call is being recorded. I would now like to hand the conference over to Mr. Andrew Slabin, Executive Vice President, Global Investor and Strategy. You may begin.",0.0,WBD,2025Q1
Andrew Slabin,"Executive Vice President, Global Investor and Strategy","Good morning, and thank you for joining us for Warner Bros. Discovery's Q1 earnings call. Joining me today is David Zaslav, President and Chief Executive Officer; Gunnar Wiedenfels, Chief Financial Officer; and JB Perrette, CEO and President, Global Streaming and Games. Today's presentation will include forward-looking statements that we may pursue into the safe harbor provisions of the Private Securities Litigation Reform Act of 1995. The forward-looking statements may include comments regarding the company's future business plans, prospects, and financial performance and involve risks and uncertainties that could cause actual results to differ materially from our expectations. For additional information on factors that could affect these expectations, please see the company's filings with the U.S. Securities and Exchange Commission, including but not limited to the company's most recent Annual Report on Form 10-K and its reports on Form 10-Q and Form 8-K. I will turn the call over to David for some brief remarks, after which we will take your questions.",0.0,WBD,2025Q1
David Zaslav,President and Chief Executive Officer,"Good morning, everyone. Two years ago, we said, it's not how much, it's how good. And today, that focus on quality is really paying off. Our commitment to high-quality storytelling, powered by the most exceptional creative talent in front of and behind the camera, continues to be the engine that powers Warner Bros. Discovery. That engine has never been stronger, more differentiated, and more important, both here in the U.S. and around the world. Whether it's The White Lotus, The Pit, The Last of Us, a Minecraft movie, Sinners, or the Eastern Gate series internationally, when you look at what's shaping culture today, so much is coming from our studios and reaching audiences on our platforms. These stories aren't just watched but savored. People immerse themselves in them, share them, and return to them. They spark conversation, drive connection, and fuel fandom. And that cultural influence and strength are showing up in our bottom line. On streaming, as you saw in our letter, we delivered another exceptionally strong quarter. Over the last 12 months, we have gained more than 22 million subscribers, and in the first quarter, we gained over 5 million subscribers and delivered $339 million in EBITDA. We are firmly on track to deliver at least $1.3 billion of EBITDA in 2025, up 85% versus 2024, and to surpass our 150 million subscriber goal by the end of next year. What's fueling that success? It's multiple growth levers that provide years of opportunity still ahead, starting with the best stories from HBO, which is delivering the deepest, most consistent storytelling pipeline in its history. It's local language content and local sports that bolster our relevance in every region in the world. That combination makes us really unique. The impact of our stories is then amplified by our increasingly global footprint that still has almost half the world to go. And it's brought to life by a product that has gotten better at enhancing personalization and engagement, but still has a strong roadmap of improvements ahead. On studios, we are also encouraged by the progress in getting back to our $3 billion in EBITDA goal and growing. That's coming from the strength of Warner Bros. Television, the world's leading independent TV studio, which broadens our cultural and commercial impact on the platforms outside of WBD's ecosystem with standout shows. It's also coming from Warner Bros. Motion Pictures, where our strategy of a mix of IP-based blockbusters and compelling new originals is gaining traction and delivering results, as demonstrated by the recent big success of a Minecraft Movie and Sinners. Final Destination, which is launching next week, is trending very strong. Looking ahead, we are excited about the strong slate across all of our studios, starting with DC Studios launching Superman in July. We are wrapping on Supergirl and are deep into production on Lanterns, all part of our 10-year plan to reignite the DC brand globally and drive long-term franchise value. What we have now is a powerful combination of a differentiated, profitable, and growing global streaming service with a world-class studio business, both being supplemented by the meaningful continued cash generation from our global linear networks. Warner Bros. Discovery's global reach, growth, and the demand for our quality content offerings gives us real confidence in our ability to create long-term sustainable growth and shareholder value. With that, we welcome your questions.",0.9,WBD,2025Q1
Operator,Operator,Thank you. We will now begin the question-and-answer session. Our first question comes from Steven Cahall with Wells Fargo. Please go ahead.,0.0,WBD,2025Q1
Steven Cahall,Analyst,"Thank you. Good morning. So, you know, first I think there's a lot of industry discussion around your reorganization and some of the optionality that creates for those assets. I think the biggest debate is just the leverage ratio that global networks can handle as we go forward. So I was wondering if you could give us any insights as to what you think a capital structure could ultimately look like on an asset like that at some point, what you think a leverage ratio could be that still preserves or increases the equity value that you've got today, and how you can get there in terms of the EBITDA and cash flow trajectory. And then on extra members, do you have a sense of how big that extra opportunity could be for Max in the US? Is it a few million? Is it significantly bigger? And how do you lean into all the tent poles you have upcoming in order to help capture those as I imagine that drives you toward or even creates some upside to the $1.3 billion in EBITDA? Thank you.",0.2,WBD,2025Q1
Gunnar Wiedenfels,Chief Financial Officer,"Steve, this is Gunnar, good morning. Obviously, I don't want to speculate on capital structures for hypothetical parts of the company. We are very happy that we were able to get through this reorganization as quickly as we did, the internal reorganization that we announced in December. As we laid out, we believe that we are now properly structured to take advantage of whatever opportunities may arise. David has pointed out how this industry is facing generational change and we believe there is now a lot more transparency for you guys. You'll see that we also issued trending schedules several quarters back, clearly explaining what's going on in the two-division structure that we have implemented, showing the content flows between streaming and studios in that division, etc. So I think we've done a lot of good work here to create transparency and secure optionality, and that's it. I don't think there's any value in speculating about potential capital structures at this point.",0.1,WBD,2025Q1
David Zaslav,President and Chief Executive Officer,"Restructuring with these two subsidiaries shapes how we operate the company and provides clear visibility for our shareholders. It allows everyone to recognize that we are the largest content producer and have the biggest production operation worldwide, along with a rapidly growing streaming service. This structure enhances your ability to see our operations. On the traditional business side, we operate globally with free-to-air content, sports, international news, and diverse cable brands, all of which can support and enrich our existing streaming service. This approach reflects our overall business perspective and gives us the flexibility to act swiftly if we choose to restructure.",0.4,WBD,2025Q1
Gunnar Wiedenfels,Chief Financial Officer,"And then, Stephen, on the extra member, a couple of things to sort of size the opportunity and think about the timing. Remember, right now we've launched only in the US; it's only available on our retail subscriber base, which obviously is a subset of our total sub base. And the messaging is part of the parallel path of the password sharing initiatives that we have, which is very soft messaging that will start getting firmer and more visible to subscribers over the months to come. So in 2025, I think you're going to see some benefits from it. I think it's going to increase and really be a more 12-month to 18-month initiative as it rolls out through more subscriber cohorts here in the U.S. Globalizes later in the year and into 2026. And as the messaging on the password sharing gets more assertive over the course of the back half of the year and really into 2026.",0.3,WBD,2025Q1
Operator,Operator,Thank you. And your next question comes from the line of Peter Supino with Wolfe Research. Please go ahead.,0.0,WBD,2025Q1
Peter Supino,Analyst,"Hi, good morning. Thanks. I wanted to ask you about your sports strategy on Max. Understanding that that strategy leverages relationships and licenses that you have through the linear segment. Do you see opportunities to license new IPs going forward? Thanks.",0.2,WBD,2025Q1
