speaker,title,content,sentiment,symbol,quarter
Operator,Operator,"Welcome to the Q3 2024 Conference Call for Investors and Analysts. As usual, you can find the slides on sanofi.com. Please turn to slide number three. Here we have the usual forward-looking statements. We would like to remind you that information presented in this call contains forward-looking statements, which are subject to substantial risks and uncertainties that may cause actual results to differ materially. We encourage you to read the disclaimer in our slide presentation. In addition, we refer you to our Form 20-F on file with the US SEC on d'Enregistrement document for a description of these risk factors. As usual, we'll be making comments on our performance using constant exchange rates and other non-IFRS measures. Numbers used are in million euros and for Q3 2024 unless stated otherwise. Please turn to slide number four. First, we have a presentation then we'll take your questions. As last time, we kept the presentation on the shorter side to allow for more questions, and we aim at keeping the call to about one hour. For Q&A, we have Brian, Olivier, Thomas and Julie to cover the global business and Roy, our General Counsel. For the Q&A, you have two options in Zoom, raise your hand or submit your questions using the Q&A function. And with this I'll now hand you over to Paul.",0.5,SNY,2024Q3
Paul Hudson,CEO,"Thank you, Thomas. Nicely done. Thank you, and hello, everyone, on the call. We reaffirmed strong sales performance this year. The total of Q3 sales of EUR13.4 billion, a 16% increase in CER and estimated 11% excluding the impact of phasing. This robust double-digit growth illustrates the underlying strength of our portfolio. Dupixent continued to be driven by global volume growth across all indications and geographies, now reaching close to EUR3.5 billion in the quarter. Our Vaccines business grew 26%. This increase benefited from an element of phasing in the flu and Beyfortus sales. However, the global rollout of Beyfortus provided a strong contribution as well. Our pharma launches have been performing very well with a 67% increase in sales. This is a result of strong performance across all eight medicines that we have recently launched and a clear illustration of the value those medicines bring to health care systems and patients. Opella's 8% growth was predominantly driven by the strategic acquisition of Qunol in the US, which has bolstered our presence in the consumer health care market. That is why we have confidence that we have once again raised our business EPS guidance for 2024 on Monday. This reflects our continued momentum and our commitment to delivering value to our stakeholders. On slide six, Dupixent delivered another quarter of strong growth. It also reached the major milestone of improving the lives of more than 1 million patients currently on treatment around the world across approved indications, age groups and geographies. Dupixent continues to hold the number one New to Brand prescription market share across all its approved indications in the US. Outside the US, Dupixent is now approaching blockbuster status in a single quarter. This remarkable performance reinforces our confidence in our sales ambition of around EUR13 billion for the full year 2024. The recent consecutive approvals of the COPD indication in the US and China, following the EU approval four months ago, speaks volumes of our ability to move decisively, execute and meet the need for more treatment options. The expansion of Dupixent and COPD will give hundreds of thousands of additional patients who are living with this devastating disease the chance to potentially improve breathing and a life with fewer exacerbations. Additional positive Phase 3 readouts in Bullous pemphigoid and chronic spontaneous urticaria will also, if approved, create additional near-term growth opportunities. Turning to slide seven, we will continue to execute on the three commercial levers that will propel Dupixent's volume demand and its growth longer term. First, the steady increase in the penetration of advanced therapies within the biologic-eligible patient population. New market entrants of other biologics are expected to help drive market growth through improved awareness and adoption. Second, the geographic expansion with around 30 potential country launches across existing indications by 2026. Third, the expansion into new indications with high unmet need for large biologic-eligible patient populations like COPD and CSU. Specifically in the US market, we continue to strengthen patient access to support new indication expansion, including COPD and other new indications and expand access across both commercial and government channels. We remain excited by the opportunities ahead of us and in the strong growth outlook for Dupixent, for which we continue to target a low-double-digit sales increase at CAGR between 2023 and 2030 at constant exchange rate. Now on slide eight, our strong growth in the quarter was accelerated by the outstanding performance of our newly launched medicines. With almost EUR3 billion in the first nine months, our launches have become significant contributors to Sanofi's accelerated top line growth profile. Beyfortus leads the way with sales of EUR645 million in Q3 showing an exceptional market uptake in its second season and underscoring the critical role it plays in all infant protection. With sales of EUR172 million ALTUVIIIO further established its position as the new high efficacy standard of care in hemophilia A demonstrated by patient switches from other factor and non-factor medicines. Other innovative medicines like Nexviazyme, Rezurock, and Sarclisa continue to perform well and are contributing to a total of EUR1.4 billion in sales for this quarter alone. These results show the power of our launch engine and how with the right focus and sharp execution, we are increasingly delivering transformative treatments to patients around the world.",0.8,SNY,2024Q3
Francois Roger,CFO,"Thank you, Paul. Good morning and good afternoon to all. Before I start, let me clarify that financials for this quarter include operations. Now, let me discuss our strong sales momentum. Our top line growth was strong at 15.7% in Q3 at constant exchange rates with sales reaching EUR13.4 billion. This performance was partially supported by the early shipments in the flu season and Beyfortus strong momentum. Excluding this phasing benefit, we still achieved an underlying double-digit growth estimated to be around 11%, similar to what we achieved in Q2. Our solid growth in Q3 was broad-based across businesses and geographies. The strategic decisions we have made across our business units are delivering attractive results and give us confidence to continue delivering strong performance in the coming quarters. Now moving to the Group P&L. Gross margin improved by a full percentage point in the quarter, driven by positive mix effects partly offset by currency impacts on the Aubagio loss of exclusivity. Higher R&D expenses are aligned with our committed increase for 2024, reflecting our continued investment in innovation. SG&A grew substantially less than sales, underscoring our focus on operational efficiency. Business operating income saw a significant increase of 19.9% in the quarter, primarily driven by higher gross profit and operating leverage. Our Business EPS increased by 17.6% in Q3. In reviewing our business outlook for Q4, we expect continued solid year-on-year growth, although at a lower level than in Q3. Do remember that there is one less invoicing in the US in Q4 versus Q3. Beyfortus Q4 sales are projected to be in line with their Q3 level, supported by the approved additional industrial capacity. We expect Beyfortus sales to reach around EUR1.5 billion in 2024, a remarkable performance in its first full year of marketing. For Q4, please remember that we had around EUR400 million of one-off COVID revenues in Q4 2023 as well as the associated margin. We confirm our full year guidance to increase R&D cost by around EUR700 million this year and we will also marginally increase our investment in sales and marketing to support sales growth with a specific focus on digital investments. For the full year 2024, we expect flu sales to decline by a low-single-digit percentage due to a soft vaccination rate while we continue to gain market share. The total vaccines franchise is now expected to grow by a high-single-digit percentage. Our insulin franchise, more specifically Lantus is very resilient and sales are stabilizing. We expect divestments to reduce sales by about EUR300 million in 2024 and we anticipate capital gains from divestments to be around EUR400 million in Biopharma only. Gross margin is expected to decline slightly in Q4 and for the full year due to one-offs last year such as COVID revenues and Aubagio sales. As disclosed earlier this week, we upgraded our guidance with 2024 Business EPS, expected now to grow by at least a low-single-digit percentage at constant exchange rates from previously around flat. This reflects a strong business performance over the last two quarters, and this reflects our confidence in our view. Turning now to Opella. This transaction marks an important strategic step for Sanofi to become a pure-play and science-focused biopharma leader. On Monday, we announced that we entered exclusive negotiation with CD&R to sell a controlling stake of Opella. Sanofi will keep a significant stake in the company to support Opella in their independence journey and to retain part of their future value creation. We eventually selected the private option, namely partnering with a world class PE firm, as it creates the highest value for our shareholders. The valuation at EUR16 billion EV is very attractive. The 14 times 2024 estimated EBITDA is equivalent to the trading multiples of industry peers. We expect the transaction to close in the second quarter of 2025 at the earliest. The expected proceeds from these sales will be redeployed in accordance with our capital allocation policy, ensuring we continue to invest in growth assets and deliver value to our shareholders. Regarding share repurchases, we are fully aware of shareholders' expectations, and we will provide more specific details as we get closer to the receipt of the cash proceeds.",0.7,SNY,2024Q3
Houman Ashrafian,Chief Development Officer,"Thanks, Francois. We've achieved several milestones this quarter showing our continuous strong pace of delivery. Dupixent is now approved for COPD in more than 30 countries, including the US and China, where COPD is a huge unmet medical need due to widespread challenges in the local population. Another great milestone is the approval with Sarclisa in the US for adult patients with newly diagnosed multiple myeloma ineligible for transplantation. It's the first anti-CD38 with this data in this setting. Finally, we've shared several positive Phase 3 readouts, including tolebrutinib, one of our BTK inhibitors, which is notable for its effect on disability improvement in MS. Business development, including strategic investments in external innovation is a well-integrated part of the Sanofi efforts to continually access promising scientific developments and to replenish our pipeline. We invested in MeiraGTx with high interest in their technology within immunology and neurology. We've invested in Ventyx, focused on autoimmune and inflammatory disorders with an NLRP3 inhibitor in Phase 2. Another biotech company that piqued our interest focused on immunology was AnaptysBio with its potential best-in-class Phase 2b PD1 agonist tested in RA and UC, and in Vicore with our potential best-in-class Phase 2b angiotensin 2 type 2 receptor agonist in IPF. Lastly, we completed a licensing agreement with RadioMedix and Orano Med for AlphaMedix, a best-in-class radioligand based on alpha-emitting isotopes for rare cancers. We will keep you updated as we continue to access external optionality for our pipeline and complement the work we're doing internally in research.",0.6,SNY,2024Q3
Paul Hudson,CEO,"Well, thank you, Houman. We'll now have the call to questions. As a reminder, we would like you to limit your questions to one or two each. We say that every time. I'm not sure anybody hears it, but say it anyway. You'll be notified when your line is open to ask your question. At that time, please make sure you unmute your microphone or option two, submit your question by clicking the Q&A icon at the bottom of the screen. Your question will be read by our panelists. Now we take the first question, please. Go ahead.",0.4,SNY,2024Q3
Richard Vosser,Analyst,"Hopefully, you can hear me. It's Richard Vosser from JPMorgan. I have two questions. The first is about Beyfortus. What are your thoughts on its commercial potential beyond this season after the ACIP meeting on Merck Clesrovimab? The second question concerns the Opella deal. How should we interpret the high single-digit billion proceeds? How much of that will be passed down to Opella? Thanks.",0.1,SNY,2024Q3
Paul Hudson,CEO,"Thank you, Richard. Beyfortus is very easy to say. Thomas?",0.2,SNY,2024Q3
Thomas Triomphe,"Executive Vice President, Global Vaccines","No, I can't say the other one. Thanks for the question, Richard. Very good point indeed. A few first points to start with. First of all, there's still a lot to go in terms of monoclonal antibody penetration. So we really welcome, but there is more players to come because it will increase the size of the play field basically. What is very important is that monoclonal antibodies have shown they are the only pathway to be able to really protect all infants. And if we are to, we'll be more than one to actually sing that song and make sure that more and more babies get productive moving forward. Now in terms of the ACIP presentation, as you were pointing out too, they were showing still some important differences between the two products. It's still early data for our competitors. We've seen just some data, not all of it. We are very confident in the data that we have demonstrated in both our Phase 3 and our reward evidence data, be it in actual efficacy, not in its pristine safety or the duration of protection. So looking forward and I'm sure we'll have many opportunities, we'll be able to show the differences between the two products.",0.4,SNY,2024Q3
Francois Roger,CFO,"Yes. Regarding the Opella deal, I confirm that we expect to receive a high-single-digit amount in billions of euros at the earliest in Q4 2025, not before Q2. To clarify on the amounts, it corresponds to the sale of slightly more than a 50% stake in the company. We will benefit from the debt push down since the company will be significantly leveraged, though we will need to account for taxes and some transaction costs. We do not expect to receive cash proceeds before Q2, so it's premature to discuss that. We will align fully with our capital allocation policy, which primarily focuses on investing in our business, as has been our practice. On the M&A front, we continue to explore opportunities in the market, mainly for bolt-on acquisitions rather than larger ones, as we have indicated our intention to maintain a strong financial position. We will keep our dividend policy to increase the absolute value of our dividends in euros, as we have done over the last 30 years, and will consider anti-dilutive share buybacks. We have clearly heard our shareholders' expectations regarding share repurchases, which we have discussed previously, and we understand their strong interest in this aspect of our capital allocation.",0.3,SNY,2024Q3
Emily Field,Analyst,"Hi, this is Emily Field from Barclays. Thanks for taking my question. I have two questions. First, regarding Dupixent, I understand it’s early for the COPD launch. Could you share any initial metrics about how that launch is going in this new indication and your thoughts on the pace of the launch curve now that you're actively promoting it? Secondly, I appreciate your insights on the use of proceeds for Opella, but I’d like to get a bit more information. We've been asked frequently this week about how much dilution from the sale of Opella might be mitigated through share repurchases. Could you provide more specific comments on that? Thank you.",0.5,SNY,2024Q3
Brian Foard,"Senior Vice President, US Commercial Strategy","Yes. Emily, thank you so much for the question. Obviously, we share your excitement for COPD as has the marketplace as we've seen it. Now it's very early days. So we're just under a month of being out there in the United States. But as we had articulated before, this is a disease state third leading cause of death worldwide. No new meaningful innovation in the past 10 years. So you can imagine the marketplace is very excited. It's too early to comment on trends. But what I can tell you is that the feedback has been extremely positive in the marketplace. And this really sets us up very nicely, I think, as we talked about before. This is just the beginning of our COPD journey. So we've another pipeline asset as well that's coming directly behind this. And I think the early feedback gives us even more confidence in that in the guidance that we previously provided, that the two of those will likely be somewhere in the range of $5 billion at peak.",0.7,SNY,2024Q3
Francois Roger,CFO,"Emily, on the use of proceeds on the dilution, let me clarify something first because I saw some analysis saying that the dilution linked to the separation of Opella was 11%. It is linked to the year 2023. 2024, it will be closer to 9% given that our biopharma business has grown quite a lot in the meantime. I'm not going to provide you more color on the dilution and the anti-dilution activity that we could do and especially share buyback and the portion of it that will mitigate the dilution. What I can tell you though is that don't be too worried about the dilution in 2024 because our business EPS in 2025 will increase over 2024 in absolute value regardless of, I mean, even before any anti-dilution activities that we could go for. So our business EPS will increase, I must just say in at constant exchange rate will increase in 2025 over 2024. And it will increase over 2024 even with or without Opella. So the dilution will be anywhere, even before anti-dilution activities will be absorbed.",0.4,SNY,2024Q3
Graham Parry,Analyst,"Great. Thanks for taking my question. So firstly, on Beyfortus just wondered of the EUR1.5 billion guidance that you're pointing to for the year now, just which countries are assumed in that? And roughly what sort of penetration do you target in key markets such as US, France, Germany? And are there any more markets to come still that are not mentioned in the press release today? And then secondly, on buybacks, just could you remind us of your current buyback authority that you have from the Board? And how much of that is left to execute independent of Opella or any cash receipts there. Is there anything that stops Sanofi from executing a buyback today or before Q2 next year, for example? Thank you.",0.2,SNY,2024Q3
Thomas Triomphe,"Executive Vice President, Global Vaccines","Graham. So as we indicated, we launched in 2024 in close to 20 countries, which includes, of course, North America, Western Europe, biggest market. Of course, last year, you know very well where we launched in Spain, in France, but we expanded to various markets, including and we talked about it in the past before, that includes Portugal, that includes Germany, that includes Italy, that includes Belgium and a few others. And we had a couple of South America countries that were disclosed in previous earnings. So most of the current launch has been done in those markets, so refocusing in North America and Western Europe. And there are more markets in which we'll launch next year.",0.5,SNY,2024Q3
Paul Hudson,CEO,"Thank you, Thomas. And then the other part about the buyback. Just as you would imagine, particularly having entered into this period with Opella. We have an ongoing and active conversation with the Board on buybacks as you would expect and when we're ready to communicate our capital allocation decisions, we will, of course, share that with you immediately. Okay. Next question.",0.3,SNY,2024Q3
