date,sentiment_mean,sentiment_std,sentiment_count,sentiment_min,sentiment_max,relevance_mean,relevance_sum,overall_sentiment_mean,overall_sentiment_std,source_count,article_count,sentiment_polarity,sentiment_momentum,sentiment_volatility,weighted_sentiment,sentiment_ma_3d,sentiment_std_3d,article_count_ma_3d,relevance_ma_3d,sentiment_trend_3d,sentiment_ma_7d,sentiment_std_7d,article_count_ma_7d,relevance_ma_7d,sentiment_trend_7d,sentiment_ma_14d,sentiment_std_14d,article_count_ma_14d,relevance_ma_14d,sentiment_trend_14d,sentiment_ma_30d,sentiment_std_30d,article_count_ma_30d,relevance_ma_30d,sentiment_trend_30d,sentiment_rsi,sentiment_macd,sentiment_macd_signal,sentiment_bb_upper,sentiment_bb_lower,sentiment_rate_of_change,sentiment_acceleration,Blockchain_relevance_score,Earnings_relevance_score,Economy - Fiscal_relevance_score,Economy - Macro_relevance_score,Economy - Monetary_relevance_score,Energy & Transportation_relevance_score,Finance_relevance_score,Financial Markets_relevance_score,IPO_relevance_score,Life Sciences_relevance_score,Manufacturing_relevance_score,Mergers & Acquisitions_relevance_score,Real Estate & Construction_relevance_score,Retail & Wholesale_relevance_score,Technology_relevance_score,Blockchain_sentiment_score,Earnings_sentiment_score,Economy - Fiscal_sentiment_score,Economy - Macro_sentiment_score,Economy - Monetary_sentiment_score,Energy & Transportation_sentiment_score,Finance_sentiment_score,Financial Markets_sentiment_score,IPO_sentiment_score,Life Sciences_sentiment_score,Manufacturing_sentiment_score,Mergers & Acquisitions_sentiment_score,Real Estate & Construction_sentiment_score,Retail & Wholesale_sentiment_score,Technology_sentiment_score,Blockchain_weighted_sentiment,Earnings_weighted_sentiment,Economy - Fiscal_weighted_sentiment,Economy - Macro_weighted_sentiment,Economy - Monetary_weighted_sentiment,Energy & Transportation_weighted_sentiment,Finance_weighted_sentiment,Financial Markets_weighted_sentiment,IPO_weighted_sentiment,Life Sciences_weighted_sentiment,Manufacturing_weighted_sentiment,Mergers & Acquisitions_weighted_sentiment,Real Estate & Construction_weighted_sentiment,Retail & Wholesale_weighted_sentiment,Technology_weighted_sentiment,weighted_sentiment_mean,weighted_sentiment_sum,avg_source_weight,unique_sources
2024-01-01,0.0789283333333333,0.2120850725636609,3,-0.160799,0.24213,0.219893,0.659679,0.1170126666666666,0.0814889499830089,2,3,neutral,0.0,0.2120850725636609,0.0173557880016666,0.0789283333333333,0.2120850725636609,3.0,0.219893,0.0,0.0789283333333333,0.2120850725636609,3.0,0.219893,0.0,0.0789283333333333,0.2120850725636609,3.0,0.219893,0.0,0.0789283333333333,0.2120850725636609,3.0,0.219893,0.0,50.0,0.0,0.0,0.5030984784606553,-0.3452418117939886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0173557880016666,0.052067364005,0.219893,2
2024-01-02,0.226741,0.0927728009041443,6,0.109968,0.363919,0.2723681666666667,1.634209,0.2279894999999999,0.0900340497606322,4,6,bullish,0.1478126666666666,0.1524289367339026,0.0617570304781666,0.1528346666666666,0.1524289367339026,4.5,0.2461305833333333,0.0,0.1528346666666666,0.1524289367339026,4.5,0.2461305833333333,0.0,0.1528346666666666,0.1524289367339026,4.5,0.2461305833333333,0.0,0.1528346666666666,0.1524289367339026,4.5,0.2461305833333333,0.0,50.0,0.0,0.0,0.4576925401344719,-0.1520232068011386,1.872745317482104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0617570304781666,0.370542182869,0.2723681666666667,4
2024-01-03,0.274189,0.1235036910055727,4,0.172192,0.453326,0.27587425,1.103497,0.218309,0.1645299861504481,2,4,bullish,0.047448,0.1427871881577927,0.07564168473325,0.1932861111111111,0.1427871881577927,4.333333333333333,0.2560451388888889,0.0,0.1932861111111111,0.1427871881577927,4.333333333333333,0.2560451388888889,0.0,0.1932861111111111,0.1427871881577927,4.333333333333333,0.2560451388888889,0.0,0.1932861111111111,0.1427871881577927,4.333333333333333,0.2560451388888889,0.0,50.0,0.0,0.0,0.4788604874266965,-0.0922882652044742,0.2092607865361802,-0.1003646666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07564168473325,0.302566738933,0.27587425,2
2024-01-04,0.0980754,0.6212641810794342,5,-0.86822,0.822043,0.4956571999999999,2.478286,0.1681697999999999,0.3488731648560835,3,5,neutral,-0.1761136,0.262406436388203,0.0486117781528799,0.1996684666666666,0.279180224329717,5.0,0.3479665388888889,0.0191470666666666,0.1694834333333333,0.262406436388203,4.5,0.3159481541666666,0.0,0.1694834333333333,0.262406436388203,4.5,0.3159481541666666,0.0,0.1694834333333333,0.262406436388203,4.5,0.3159481541666666,0.0,50.0,0.0,0.0,0.6942963061097395,-0.3553294394430727,-0.6423073135683781,-0.2235616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0486117781528799,0.2430588907643999,0.4956571999999999,3
2024-01-05,0.296529,0.3134281486696751,5,0.080604,0.810011,0.2883546,1.441773,0.2416286,0.1625097295388802,3,5,bullish,0.1984536,0.2726107788444974,0.0855055011834,0.2229311333333333,0.3527320069182273,4.666666666666667,0.35329535,0.0697879999999999,0.1948925466666666,0.2726107788444974,4.6,0.3104294433333333,0.0,0.1948925466666666,0.2726107788444974,4.6,0.3104294433333333,0.0,0.1948925466666666,0.2726107788444974,4.6,0.3104294433333333,0.0,50.0,0.0,0.0,0.7401141043556616,-0.3503290110223283,2.0234798940407077,0.3745672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0855055011834,0.427527505917,0.2883546,3
2024-01-07,0.2607575,0.0787101771342181,2,0.205101,0.316414,0.226113,0.452226,0.2070595,0.1010561656332754,1,2,bullish,-0.0357715,0.2459357997586089,0.0589606605975,0.2184539666666666,0.3378008356277758,4.0,0.3367082666666667,-0.0134315,0.2058700388888888,0.2402940118927842,4.166666666666667,0.2963767027777778,0.0,0.2058700388888888,0.2402940118927842,4.166666666666667,0.2963767027777778,0.0,0.2058700388888888,0.2402940118927842,4.166666666666667,0.2963767027777778,0.0,50.0,0.0,0.0,0.6864580626744574,-0.2747179848966796,-0.1206340695176526,-0.2342251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0589606605975,0.117921321195,0.226113,1
2024-01-08,0.2848602857142857,0.1569039612477584,7,0.106433,0.532266,0.4422411428571428,3.095688,0.2254478571428571,0.0907790874145005,4,7,bullish,0.0241027857142857,0.2587620318273317,0.1259769383088979,0.2807155952380952,0.1830140956838839,4.666666666666667,0.3189029142857142,0.1867848857142857,0.2171543598639455,0.2283811475149234,4.571428571428571,0.3172144799319727,0.0,0.2171543598639455,0.2283811475149234,4.571428571428571,0.3172144799319727,0.0,0.2171543598639455,0.2283811475149234,4.571428571428571,0.3172144799319727,0.0,50.0,0.0,0.0,0.6739166548937924,-0.2396079351659012,0.0924337198902649,0.0598742857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1259769383088979,0.8818385681622858,0.4422411428571428,4
2024-01-09,0.3392085,0.1569489275869701,6,0.146672,0.54562,0.4576581666666666,2.745949,0.237417,0.0901188953860398,4,6,bullish,0.0543482142857142,0.2654510791436112,0.15524154022775,0.2949420952380952,0.1308543553229822,5.0,0.3753374365079365,0.0426795,0.2543372408163265,0.2205045553753961,5.0,0.3511809323129252,0.2602801666666667,0.2324111273809523,0.2194521200239292,4.75,0.3347699407738095,0.0,0.2324111273809523,0.2194521200239292,4.75,0.3347699407738095,0.0,50.0,0.0,0.0,0.6713153674288108,-0.2064931126669061,0.1907890183759255,0.0302454285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15524154022775,0.9314492413665,0.4576581666666666,4
2024-01-10,0.1802008333333333,0.1034079586384271,6,0.022752,0.335518,0.280781,1.684686,0.238258,0.0668563541871675,4,6,bullish,-0.1590076666666666,0.1618798346554098,0.0505969701841666,0.268089873015873,0.1390869491577186,6.333333333333333,0.3935601031746031,-0.0805566666666666,0.2476886455782312,0.2220238636231508,5.0,0.3523827656462585,-0.0465401666666666,0.2266099835978836,0.206558324314429,4.888888888888889,0.3287711695767196,0.0,0.2266099835978836,0.206558324314429,4.888888888888889,0.3287711695767196,0.0,50.0,0.0,0.0,0.6397266322267416,-0.1865066650309744,-0.4687608555406679,-0.2133558809523809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0505969701841666,0.303581821105,0.280781,4
2024-01-11,0.1591786666666666,0.1376185178867049,3,0.073844,0.317938,0.316758,0.950274,0.223603,0.016567108106124,3,3,bullish,-0.0210221666666666,0.1267179084988157,0.0504211160959999,0.226196,0.1326584680373674,5.0,0.3517323888888888,-0.125681619047619,0.2312585979591836,0.2240402674633126,4.857142857142857,0.3582233013605442,-0.1150103333333333,0.2198668519047619,0.1996643436716566,4.7,0.3275698526190476,0.0,0.2198668519047619,0.1996643436716566,4.7,0.3275698526190476,0.0,50.0,0.0,0.0,0.6191955392480751,-0.1794618354385513,-0.1166596528872878,0.1379855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0504211160959999,0.1512633482879999,0.316758,3
2024-01-12,0.349761,0.1523810631694984,4,0.129756,0.459803,0.41685025,1.667401,0.324319,0.0184837927745723,2,4,bullish,0.1905823333333333,0.1414520857058718,0.14579796029025,0.2297135,0.1311358465648768,4.333333333333333,0.33812975,0.0105524999999999,0.2672136836734693,0.1570569649047503,4.714285714285714,0.3469651656462585,0.2516856,0.2316754108225108,0.1953658636260059,4.636363636363637,0.3356862523809524,0.0,0.2316754108225108,0.1953658636260059,4.636363636363637,0.3356862523809524,0.0,50.0,0.0,0.0,0.6224071380745226,-0.1590563164295009,1.197285649668297,0.2116045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14579796029025,0.583191841161,0.41685025,2
2024-01-13,-0.86822,0.0,1,-0.86822,-0.86822,0.876064,0.876064,-0.383535,0.0,1,1,bearish,-1.217981,0.1375891168204001,-0.76061628608,-0.1197601111111111,0.1449997905281016,2.6666666666666665,0.5365574166666667,-1.0484208333333334,0.1008209693877551,0.1309951009439295,4.142857142857143,0.4309236513605442,-1.164749,0.1400174599206349,0.1953658636260059,4.333333333333333,0.3807177313492063,0.0,0.1400174599206349,0.1953658636260059,4.333333333333333,0.3807177313492063,0.0,50.0,0.0,0.0,0.5307491871726467,-0.2507142673313768,-3.4823236438596643,-1.4085633333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.76061628608,-0.76061628608,0.876064,1
2024-01-14,0.486934,0.0657496169418499,2,0.440442,0.533426,0.6680475,1.336095,0.2586905,0.0488660283274587,1,2,bullish,1.355154,0.1147892891591201,0.325295041365,-0.0105083333333333,0.1090653400556741,2.3333333333333335,0.6536539166666667,0.3277553333333333,0.1331318979591836,0.1288350075785348,4.142857142857143,0.4940571513605442,0.2261765,0.1667033476190476,0.1845645097356595,4.153846153846154,0.4028200212454212,0.0,0.1667033476190476,0.1845645097356595,4.153846153846154,0.4028200212454212,0.0,50.0,0.0,0.0,0.5358323670903667,-0.2024256718522714,-1.5608417221441568,2.5731349999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325295041365,0.65059008273,0.6680475,1
2024-01-15,0.2795076666666666,0.1098133890212543,3,0.155386,0.364026,0.4830589999999999,1.449177,0.2247776666666666,0.1274978243749019,2,3,bullish,-0.2074263333333333,0.1163906467548268,0.1350186939523333,-0.0339261111111111,0.0877815029815521,2.0,0.6757235,-0.0702533333333333,0.1323672380952381,0.1209865788741174,3.5714285714285716,0.4998882738095238,-0.005352619047619,0.1747607989795918,0.1788144235268591,4.071428571428571,0.4085513768707483,0.0,0.1747607989795918,0.1788144235268591,4.071428571428571,0.4085513768707483,0.0,50.0,0.0,0.0,0.5323896460333102,-0.1828680480741264,-0.4259844934494887,-1.5625803333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1350186939523333,0.4050560818569999,0.4830589999999999,2
2024-01-16,0.216126,0.112312176891021,4,0.078327,0.34131,0.347726,1.390904,0.30655225,0.1536448512780366,2,4,bullish,-0.0633816666666666,0.1100640615059059,0.075152629476,0.3275225555555555,0.0959583942847084,3.0,0.4996108333333333,1.084346,0.1147840238095238,0.1135471204247926,3.2857142857142856,0.4841836785714286,-0.1230825,0.1845606323129252,0.1711395853981945,4.142857142857143,0.4176823054421769,0.1371976666666666,0.177518479047619,0.1740642630528706,4.066666666666666,0.4044963517460317,0.0,50.0,0.0,0.0,0.5256470051533604,-0.1706100470581223,-0.2267618181015904,0.1440446666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075152629476,0.300610517904,0.347726,2
2024-01-17,0.2281294999999999,0.0204884189848802,2,0.213642,0.242617,0.4670709999999999,0.934142,0.2480629999999999,0.1545622286588803,2,2,bullish,0.0120034999999999,0.0770909004597513,0.1065526736944999,0.2412543888888888,0.0808713282990518,3.0,0.4326186666666666,-0.2588045,0.1216309761904761,0.0997271971492014,2.7142857142857144,0.5107965357142856,0.0479286666666666,0.1846598108843537,0.1655792483274819,3.857142857142857,0.4315896506802721,0.0013884999999999,0.1806816678571428,0.163825873448338,3.9375,0.4084072672619047,0.0,50.0,0.0,0.0,0.5083334147538189,-0.1469700790395331,0.0555393612985015,0.0753851666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1065526736944999,0.2131053473889999,0.4670709999999999,2
2024-01-18,0.141949,0.1426672783857601,2,0.041068,0.24283,0.208931,0.417862,0.2638979999999999,0.0959345912171412,2,2,neutral,-0.0861805,0.0902061760449531,0.029657546519,0.1954014999999999,0.0918226247538871,2.6666666666666665,0.3412426666666666,-0.1375586666666666,0.1191695952380952,0.1005686572323773,2.5714285714285716,0.4953926785714285,-0.0172296666666666,0.1752140965986394,0.1670533704336501,3.7142857142857144,0.4268079899659863,-0.13224,0.1784032756302521,0.1625034612569268,3.823529411764706,0.396673369187675,0.0,50.0,0.0,0.0,0.5034101981441059,-0.1466036468836016,-0.3777700823435811,-0.0981839999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029657546519,0.059315093038,0.208931,2
2024-01-19,0.360428,0.100423159928375,4,0.234513,0.447338,0.404204,1.616816,0.289229,0.0525475230180579,3,4,bullish,0.218479,0.0971408846422581,0.145686439312,0.2435021666666666,0.0878596190996718,2.6666666666666665,0.3600686666666666,0.144302,0.1206934523809523,0.0919090066921901,2.5714285714285716,0.4935860714285714,0.010667,0.1939535680272108,0.1269886764989533,3.642857142857143,0.4202756185374149,0.2623526,0.1885157603174603,0.1588516788258356,3.8333333333333335,0.3970917375661376,0.0,50.0,0.0,0.0,0.5062191179691315,-0.1291875973342109,1.5391372957893332,0.3046595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145686439312,0.582745757248,0.404204,3
2024-01-20,0.196304,0.277615779148088,2,0.0,0.392608,0.3346765,0.669353,0.1508505,0.1421220990574654,2,2,bullish,-0.164124,0.1307013626676249,0.065698335656,0.2328936666666666,0.1735687391540744,2.6666666666666665,0.3159371666666666,-0.0318254999999999,0.2727683095238095,0.1184385456144612,2.7142857142857144,0.416245,1.064524,0.1867946394557822,0.1242338788434466,3.4285714285714284,0.4235843256802721,-0.1002249999999999,0.1889256676691729,0.165449684399294,3.736842105263158,0.3938067250626566,0.0,50.0,0.0,0.0,0.5198250364677611,-0.1419737011294152,-0.4553586291853019,-0.382603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065698335656,0.131396671312,0.3346765,2
2024-01-21,0.154573,0.2259842561994087,2,-0.005222,0.314368,0.219019,0.438038,0.140485,0.2088609583861952,2,2,bullish,-0.041731,0.1534357785293024,0.0338544238869999,0.2371016666666666,0.2013410650919573,2.6666666666666665,0.3192998333333333,0.0126239999999999,0.2252881666666666,0.141329208365541,2.7142857142857144,0.3520980714285714,-0.332361,0.1792100323129251,0.1355626541561536,3.4285714285714284,0.4230776113945578,-0.1061844999999999,0.1872080342857142,0.1686357144940369,3.65,0.3850673388095238,0.0,50.0,0.0,0.0,0.5244794632737882,-0.1500633947023596,-0.2125835438911077,0.122393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0338544238869999,0.0677088477739999,0.219019,2
